ITEM_20150317_000001	
ITEM_20170515_014722	1분 동안 최대 HP를 1825 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 36 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	ITEM_20161012_011786	3분 동안 최대 HP를 3650 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 73 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 120초.	
ITEM_20170515_014723	1분 동안 최대 HP를 2125 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 42 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	ITEM_20161012_011788	3분 동안 최대 HP를 4250 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 85 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 120초.	
ITEM_20170515_014724	1분 동안 최대 HP를 2425 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 48 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	ITEM_20161012_011790	3분 동안 최대 HP를 4850 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 97 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 120초.	
ITEM_20170515_014725	1분 동안 최대 HP를 2725 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 54 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	ITEM_20161012_011792	3분 동안 최대 HP를 5450 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 109 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 120초.	
ITEM_20170515_014726	1분 동안 최대 HP를 3025 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 60 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	ITEM_20161012_011794	3분 동안 최대 HP를 6050 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 121 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 120초.	
ITEM_20170515_014727	1분 동안 최대 HP를 3325 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 66 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	ITEM_20161012_011796	3분 동안 최대 HP를 6650 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 133 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 120초.	
ITEM_20170515_014728	1분 동안 최대 HP를 3625 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 72 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	ITEM_20161012_011798	3분 동안 최대 HP를 7250 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 145 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 120초.	
ITEM_20170515_014729	1분 동안 최대 HP를 3925 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 78 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	ITEM_20161012_011800	3분 동안 최대 HP를 7850 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 157 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 120초.	
ITEM_20170515_014730	1분 동안 최대 HP를 4225 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 84 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	ITEM_20161012_011802	3분 동안 최대 HP를 8450 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 169 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 120초.	
ITEM_20170515_014731	1분 동안 최대 HP를 4525 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 90 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	ITEM_20161012_011804	3분 동안 최대 HP를 9050 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 181 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 120초.	
ITEM_20170515_014732	1분 동안 최대 HP를 4825 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 96 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 180초.	ITEM_20161012_011806	3분 동안 최대 HP를 9650 만큼 증가시키고, 추가적으로 물리 방어력과 마법 방어력을 193 씩 증가시켜 줍니다. 마우스 오른쪽 클릭으로 사용 가능합니다. 재사용 대기시간 120초.	
ITEM_20170515_014733	HP를 2765 즉시 회복시키고 2초 간격으로 15초 동안 HP를 2765 회복 시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 45초.	
ITEM_20170515_014734	SP를 918 즉시 회복시키고 2초 간격으로 15초 동안 SP를 918 회복 시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 45초.	
ITEM_20170515_014735	HP를 2189 즉시 회복시키고 2초 간격으로 15초 동안 HP를 2189 회복 시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 45초.	ITEM_20150904_006743	HP를 1520 즉시 회복시키고 2초 간격으로 15초 동안 HP를 2128 회복 시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 30초.	
ITEM_20170515_014736	여신의 조각상(14일)	
ITEM_20170515_014737	5분 동안 여신의 축복을 받을 수 있는 여신의 조각상이 설치됩니다.	
ITEM_20170515_014738	교복 코스튬 큐브(남)	
ITEM_20170515_014739	교복 코스튬을 무작위로 1개 획득할 수 있습니다.	
ITEM_20170515_014740	교복 코스튬 큐브(여)	
ITEM_20170515_014741	미감정 무기 큐브 (Lv.75)	
ITEM_20170515_014742	75Lv 미감정 레어 무기 아이템 중 하나를 획득할 수 있는 상자입니다.	
ITEM_20170515_014743	미감정 방어구 큐브 (Lv.75)	
ITEM_20170515_014744	75Lv 미감정 레어 방어구 아이템 중 하나를 획득할 수 있는 상자입니다.	
ITEM_20170515_014745	미감정 무기 큐브 (Lv. 120)	
ITEM_20170515_014746	120Lv 미감정 레어 무기 아이템 중 하나를 획득할 수 있는 상자입니다.	
ITEM_20170515_014747	미감정 방어구 큐브 (Lv. 120)	
ITEM_20170515_014748	120Lv 미감정 레어 방어구 아이템 중 하나를 획득할 수 있는 상자입니다.	
ITEM_20170515_014749	미감정 무기 큐브 (Lv. 170)	
ITEM_20170515_014750	170Lv 미감정 레어 무기 아이템 중 하나를 획득할 수 있는 상자입니다.	
ITEM_20170515_014751	미감정 방어구 큐브 (Lv. 170)	
ITEM_20170515_014752	170Lv 미감정 레어 방어구 아이템 중 하나를 획득할 수 있는 상자입니다.	
ITEM_20170515_014753	미감정 무기 큐브 (Lv. 220)	
ITEM_20170515_014754	220Lv 미감정 레어 무기 아이템 중 하나를 획득할 수 있는 상자입니다.	
ITEM_20170515_014755	미감정 방어구 큐브 (Lv. 220)	
ITEM_20170515_014756	220Lv 미감정 레어 방어구 아이템 중 하나를 획득할 수 있는 상자입니다.	
ITEM_20170515_014757	미감정 무기 큐브 (Lv. 270)	
ITEM_20170515_014758	270Lv 미감정 매직 무기 아이템 중 하나를 획득할 수 있는 상자입니다.	
ITEM_20170515_014759	미감정 방어구 큐브 (Lv. 270)	
ITEM_20170515_014760	270Lv 미감정 매직 방어구 아이템 중 하나를 획득할 수 있는 상자입니다.	
ITEM_20170515_014761	270Lv 미감정 레어 무기 아이템 중 하나를 획득할 수 있는 상자입니다.	
ITEM_20170515_014762	270Lv 미감정 레어 방어구 아이템 중 하나를 획득할 수 있는 상자입니다.	
ITEM_20170515_014763	미감정 무기 큐브 (Lv. 315)	
ITEM_20170515_014764	315Lv 미감정 매직 무기 아이템 중 하나를 획득할 수 있는 상자입니다.	
ITEM_20170515_014765	미감정 방어구 큐브 (Lv. 315)	
ITEM_20170515_014766	315Lv 미감정 매직 방어구 아이템 중 하나를 획득할 수 있는 상자입니다.	
ITEM_20170515_014767	315Lv 미감정 레어 무기 아이템 중 하나를 획득할 수 있는 상자입니다.	
ITEM_20170515_014768	315Lv 미감정 레어 방어구 아이템 중 하나를 획득할 수 있는 상자입니다.	
ITEM_20170515_014769	포텐셜이 0인 장비에만 사용가능 하며, 실패해도 장비가 파괴되지 않습니다. 강화시 실버가 필요하지 않습니다. 실패시 강화수치가 1 감소하며, +12 강화 이상에서 실패 시 강화 수치가 +10 강화로 감소합니다. 마우스 오른쪽 클릭으로 사용합니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.	ITEM_20161024_012966	포텐셜이 0인 장비에만 사용가능 하며, 실패해도 장비가 파괴되지 않습니다. 실패시 강화수치가 1 감소하며, +12 강화 이상에서 실패 시 강화 수치가 +10 강화로 감소합니다. 마우스 오른쪽 클릭으로 사용합니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.	
ITEM_20170515_014770	[슬롯 장착 효과] 변이형 몬스터에 [카드수]% 데미지 증가	ITEM_20160906_010872	[슬롯 장착 효과] 변이형 몬스터에 [카드수]% 추가대미지	
ITEM_20170515_014771	[슬롯 장착 효과] 중형 몬스터에 [카드수]% 데미지 증가	ITEM_20160926_011151	[슬롯 장착 효과] 중형 몬스터에 [카드수]% 추가대미지	
ITEM_20170515_014772	[슬롯 장착 효과] 얼음 속성 몬스터에 [카드수]% 데미지 증가	ITEM_20160926_011159	[슬롯 장착 효과] 얼음 속성 몬스터에 [카드수]% 추가대미지	
ITEM_20170515_014773	[슬롯 장착 효과] 공중형 몬스터에 [카드수]% 데미지 증가	ITEM_20160926_011161	[슬롯 장착 효과] 공중형 몬스터에 [카드수]% 추가대미지	
ITEM_20170515_014774	[슬롯 장착 효과] 악마형 몬스터에 [카드수]% 데미지 증가	ITEM_20160906_010889	[슬롯 장착 효과] 악마형 몬스터에 [카드수]% 추가대미지	
ITEM_20170515_014775	[슬롯 장착 효과] 소형 몬스터에 [카드수]% 데미지 증가	ITEM_20160926_011165	[슬롯 장착 효과] 소형 몬스터에 [카드수]% 추가대미지	
ITEM_20170515_014776	[슬롯 장착 효과] 땅 속성 몬스터에 [카드수]% 데미지 증가	ITEM_20160906_010896	[슬롯 장착 효과] 땅 속성 몬스터에 [카드수]% 추가대미지	
ITEM_20170515_014777	[슬롯 장착 효과] 야수형 몬스터에 [카드수]% 데미지 증가	ITEM_20160906_010898	[슬롯 장착 효과] 야수형 몬스터에 [카드수]% 추가대미지	
ITEM_20170515_014778	[슬롯 장착 효과] 불 속성 몬스터에 [카드수]% 데미지 증가	ITEM_20160906_010912	[슬롯 장착 효과] 불 속성 몬스터에 [카드수]% 추가대미지	
ITEM_20170515_014779	[슬롯 장착 효과] 전기 속성 몬스터에 [카드수]% 데미지 증가	ITEM_20160906_010915	[슬롯 장착 효과] 전기 속성 몬스터에 [카드수]% 추가대미지	
ITEM_20170515_014780	[슬롯 장착 효과] 어둠 속성 몬스터에 [카드수]% 데미지 증가	ITEM_20160926_011184	[슬롯 장착 효과] 어둠 속성 몬스터에 [카드수]% 추가대미지	
ITEM_20170515_014781	[슬롯 장착 효과] 식물형 몬스터에 [카드수]% 데미지 증가	ITEM_20160906_010921	[슬롯 장착 효과] 식물형 몬스터에 [카드수]% 추가대미지	
ITEM_20170515_014782	[슬롯 장착 효과] 곤충형 몬스터에 [카드수]% 데미지 증가	ITEM_20160926_011188	[슬롯 장착 효과] 곤충형 몬스터에 [카드수]% 추가대미지	
ITEM_20170515_014783	[슬롯 장착 효과] 대형 몬스터에 [카드수]% 데미지 증가	ITEM_20160906_010927	[슬롯 장착 효과] 대형 몬스터에 [카드수]% 추가대미지	
ITEM_20170515_014784	[슬롯 장착 효과] 독 속성 몬스터에 [카드수]% 데미지 증가	ITEM_20160906_010929	[슬롯 장착 효과] 독 속성 몬스터에 [카드수]% 추가대미지	
ITEM_20170515_014785	[슬롯 장착 효과] 보스 몬스터에 [카드수]% 데미지 증가	ITEM_20160926_011194	[슬롯 장착 효과] 보스 몬스터에 [카드수]% 추가대미지	
ITEM_20170515_014786	[슬롯 장착 효과] 고정형 몬스터에 [카드수]% 데미지 증가	ITEM_20160926_011204	[슬롯 장착 효과] 고정형 몬스터에 [카드수]% 추가대미지	
ITEM_20170515_014787	일부 그리바에게서 획득할 수 있습니다.	ITEM_20150317_002479	붉은 그리바에게서 획득할 수 있습니다.	
ITEM_20170515_014788	여신의 축복석	
ITEM_20170515_014789	여신의 축복이 담긴 돌입니다. 모든 아이템의 효능을 더 좋게 만드는데 쓰입니다.	
ITEM_20170515_014790	펭그린 알	
ITEM_20170515_014791	15초 동안 2초 간격으로 매회 HP와 SP를 512 회복 시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 100초. (10월 6일 일괄 삭제됩니다.)	ITEM_20161012_012346	15초 동안 2초 간격으로 매회 HP와 SP를 512 회복 시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 30초. (10월 6일 일괄 삭제됩니다.)	
ITEM_20170515_014792	15초 동안 2초 간격으로 매회 HP와 SP를 512 회복 시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 100초.	ITEM_20161012_012364	15초 동안 2초 간격으로 매회 HP와 SP를 512 회복 시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 30초.	
ITEM_20170515_014793	사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.{nl}4월 27일 점검 시, 일괄 삭제됩니다.	ITEM_20151028_007451	사용하면 무언가 알 수 없는 것을 획득할 수 있을 것 같습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.	
ITEM_20170515_014794	특성 할인 쿠폰 1(이름 및 설정 변경예정)	
ITEM_20170515_014795	특성 쿠폰	
ITEM_20170515_014796	특성 할인 쿠폰 2(이름 및 설정 변경예정)	
ITEM_20170515_014797	특성 할인 쿠폰 3(이름 및 설정 변경예정)	
ITEM_20170515_014798	특성 할인 쿠폰 4(이름 및 설정 변경예정)	
ITEM_20170515_014799	특성 할인 쿠폰 5(이름 및 설정 변경예정)	
ITEM_20170515_014800	특성 할인 쿠폰 6(이름 및 설정 변경예정)	
ITEM_20170515_014801	사랑의 초콜릿	
ITEM_20170515_014802	발렌타인 이벤트 아이템 입니다. 짝사랑 소녀에게 건네주세요.{nl}(3월7일 일괄 삭제됩니다.)	
ITEM_20170515_014803	코코아 매스	
ITEM_20170515_014804	코코아 매스 입니다.{nl}생크림, 하얀 설탕, 초콜릿 틀 과 함께 사랑을 초콜릿을 만들 수 있습니다.{nl}(3월7일 일괄 삭제됩니다.)	
ITEM_20170515_014805	생크림	
ITEM_20170515_014806	생크림 입니다.{nl}코코아 매스, 하얀 설탕, 초콜릿 틀 과 함께 사랑을 초콜릿을 만들 수 있습니다.{nl}(3월7일 일괄 삭제됩니다.)	
ITEM_20170515_014807	하얀 설탕	
ITEM_20170515_014808	하얀 설탕 입니다.{nl}코코아 매스, 생크림, 초콜릿 틀 과 함께 사랑을 초콜릿을 만들 수 있습니다.{nl}(3월7일 일괄 삭제됩니다.)	
