SKILL_20180327_000001	Attack	공격	
SKILL_20190110_009410	Hole of Darkness Nv1 ou mais	홀 오브 다크니스 1레벨 이상	SKILL_20180822_007025	Requires Sage Circle 3	세이지 3서클 필요	
SKILL_20190110_009411	Stake Stockades Nv1 ou mais	방책 1레벨 이상	SKILL_20180327_005384	Sapper 1st Circle required	새퍼 1서클 필요	
SKILL_20190110_009412	Claymore Nv1 ou mais	크레모어 1레벨 이상	SKILL_20180327_005384	Sapper 1st Circle required	새퍼 1서클 필요	
SKILL_20190110_009413	Punji Stake Nv1 ou mais	푼지 스테이크 1레벨 이상	SKILL_20180327_005384	Sapper 1st Circle required	새퍼 1서클 필요	
SKILL_20190110_009414	Spring Trap Nv1 ou mais	스프링 트랩 1레벨 이상	
SKILL_20190110_009415	Detonate Traps Nv1 ou mais	데토네이트 트랩 1레벨 이상	
SKILL_20190110_009416	Broom Trap Nv1 ou mais	브룸 트랩 1레벨 이상	
SKILL_20190110_009417	Broom Trap Nv5 ou mais	브룸 트랩 5레벨 이상	
SKILL_20190110_009418	Leghold Trap Nv1 ou mais	레그홀드 트랩 1레벨 이상	
SKILL_20190110_009419	Spike Shooter Nv1 ou mais	스파이크 슈터 1레벨 이상	
SKILL_20190110_009420	Concentrated Fire Nv1 ou mais	집중포화 1레벨 이상	SKILL_20180327_005387	Schwarzer Reiter 1st Circle required	슈바르츠라이터 1서클 필요	
SKILL_20190110_009421	Caracole Nv1 ou mais	카라콜 1레벨 이상	SKILL_20180327_005387	Schwarzer Reiter 1st Circle required	슈바르츠라이터 1서클 필요	
SKILL_20190110_009422	Caracole Nv5 ou mais	카라콜 5레벨 이상	SKILL_20180327_005388	Schwarzer Reiter 3rd Circle Required	슈바르츠라이터 3서클 필요	
SKILL_20190110_009423	Limacon Nv1 ou mais	리마콘 1레벨 이상	SKILL_20180327_005387	Schwarzer Reiter 1st Circle required	슈바르츠라이터 1서클 필요	
SKILL_20190110_009424	Retreat Shot Nv1 ou mais	후퇴 사격 1레벨 이상	SKILL_20180327_005387	Schwarzer Reiter 1st Circle required	슈바르츠라이터 1서클 필요	
SKILL_20190110_009425	Marching Fire Nv1 ou mais	돌격 사격 1레벨 이상	SKILL_20180327_005388	Schwarzer Reiter 3rd Circle Required	슈바르츠라이터 3서클 필요	
SKILL_20190110_009426	Cloaking Nv1 ou mais	클로킹 1레벨 이상	
SKILL_20190110_009427	Dagger Slash Nv1 ou mais	대거 슬래시 1레벨 이상	
SKILL_20190110_009428	Oblique Fire Nv1 ou mais	오블리크 파이어 1레벨 이상	
SKILL_20190110_009429	Double Attack Nv1 ou mais	더블 어택 1레벨 이상	
SKILL_20190110_009430	Free Step Nv1 ou mais	프리 스텝 1레벨 이상	
SKILL_20190110_009431	Shadow Thorn Nv1 ou mais	섀도우 쏜 1레벨 이상	SKILL_20180327_005393	Shadowmancer 1st Circle Required	섀도우맨서 1서클 필요	
SKILL_20190110_009432	Shadow Conjuration Nv1 ou mais	섀도우 컨저레이션 1레벨 이상	SKILL_20180327_005393	Shadowmancer 1st Circle Required	섀도우맨서 1서클 필요	
SKILL_20190110_009433	Shadow Condensation Nv1 ou mais	섀도우 콘덴세이션 1레벨 이상	SKILL_20180327_005394	Shadowmancer 2nd Circle Required	섀도우맨서 2서클 필요	
SKILL_20190110_009434	Hallucination Nv1 ou mais	할루시네이션 1레벨 이상	
SKILL_20190110_009435	Mijin no Jutsu Nv1 ou mais	인법 미진술 1레벨 이상	SKILL_20180327_005395	Shinobi 1st Circle required	시노비 1서클 필요	
SKILL_20190110_009436	Mokuton no Jutsu Nv1 ou mais	인법 목둔술 1레벨 이상	
SKILL_20190110_009437	Kunai Nv1 ou mais	쿠나이 1레벨 이상	
SKILL_20190110_009438	Raiton no Jutsu Nv1 ou mais	인법 뇌둔술 1레벨 이상	
SKILL_20190110_009439	Summon Familiar Nv1 ou mais	사역마 소환 1레벨 이상	SKILL_20180327_005396	Sorcerer 1st Circle required	소서러 1서클 필요	
SKILL_20190110_009440	Summon Familiar Nv3 ou mais	사역마 소환 3레벨 이상	SKILL_20180327_005397	Lv3 Summon Familiar required	사역마 소환 3레벨 필요	
SKILL_20190110_009441	Desmodus Nv1 ou mais	데스모두스 1레벨 이상	
SKILL_20190110_009442	Evocation Nv1 ou mais	이보케이션 1레벨 이상	
SKILL_20190110_009443	Deadly Combo Nv1 ou mais	데들리 콤보 1레벨 이상	SKILL_20180327_005405	Squire 3rd Circle required	스콰이어 3서클 필요	
SKILL_20190110_009444	Mortal Slash Nv1 ou mais	모탈 슬래시 1레벨 이상	SKILL_20180327_005406	Templar 2nd Circle required	템플러 2서클 필요	
SKILL_20190110_009445	Forge Nv1 ou mais	포지 설치 1레벨 이상	
SKILL_20190110_009446	Shield Charger Nv1 ou mais	실드 차저 설치 1레벨 이상	
SKILL_20190110_009447	Battle Orders Nv1 ou mais	배틀 오더스 1레벨 이상	
SKILL_20190110_009448	Flying Colors Nv1 ou mais	플라잉 컬러즈 1레벨 이상	
SKILL_20190110_009449	Swell Brain Nv1 ou mais	스웰 브레인 1레벨 이상	
SKILL_20190110_009450	Swell Hands Nv1 ou mais	스웰 핸즈 1레벨 이상	
SKILL_20190110_009451	Dark Theurge Nv1 ou mais	다크 써지 1레벨 이상	
SKILL_20190110_009452	Pole of Agony Nv1 ou mais	폴 오브 아고니 1레벨 이상	
SKILL_20190110_009453	Mastema Nv1 ou mais	마스테마 1레벨 이상	
SKILL_20190110_009454	Demon Scratch Nv1 ou mais	데몬 스크래치 1레벨 이상	
SKILL_20190110_009455	Thrust Nv1 ou mais	쓰러스트 1레벨 이상	SKILL_20180327_005421	Swordsman 1st Circle required	소드맨 1서클 필요	
SKILL_20190110_009456	Bash Nv1 ou mais	배시 1레벨 이상	SKILL_20180327_005421	Swordsman 1st Circle required	소드맨 1서클 필요	
SKILL_20190110_009457	Bash Nv3 ou mais	배시 3레벨 이상	SKILL_20180327_005422	Lv3 Bash required	배쉬 3레벨 필요	
SKILL_20190110_009458	Gung Ho Nv1 ou mais	겅호 1레벨 이상	SKILL_20180327_005423	Lv3 Gung Ho required	겅호 3레벨 필요	
SKILL_20190110_009459	Bear Nv1 ou mais	베어 1레벨 이상	
SKILL_20190110_009460	Energy Bolt Nv1 ou mais	에너지 볼트 1레벨 이상	SKILL_20180327_005427	Wizard 1st Circle required	위저드 1서클 필요	
SKILL_20190110_009461	Lethargy Nv1 ou mais	레써지 1레벨 이상	
SKILL_20190110_009462	Earthquake Nv1 ou mais	어스퀘이크 1레벨 이상	
SKILL_20190110_009463	Magic Missile Nv1 ou mais	매직 미사일 1레벨 이상	
SKILL_20190110_009464	Magic Shield Nv1 ou mais	매직 실드 1레벨 이상	
SKILL_20190110_009465	Wugong Gu Nv1 ou mais	오공고 1레벨 이상	SKILL_20180327_005431	Wugushi 1st Circle required	무고사 1서클 필요	
SKILL_20190110_009466	Latent Venom Nv1 ou mais	잠독백세 1레벨 이상	SKILL_20180327_005431	Wugushi 1st Circle required	무고사 1서클 필요	
SKILL_20190110_009467	Poison Pot Nv1 ou mais	독 항아리 1레벨 이상	SKILL_20180327_005431	Wugushi 1st Circle required	무고사 1서클 필요	
SKILL_20190110_009468	Wide Miasma Nv1 ou mais	독무만상 1레벨 이상	SKILL_20180327_005430	需要巫蠱師2階	무고사 2서클 필요	
SKILL_20190110_009469	Jincan Gu Nv1 ou mais	금잠고 1레벨 이상	SKILL_20180327_005430	需要巫蠱師2階	무고사 2서클 필요	
SKILL_20190110_009470	Immolation Nv1 ou mais	이몰레이션 1레벨 이상	SKILL_20180327_005433	Zealot 1st Circle Required	질럿 1서클 필요	
SKILL_20190110_009471	Fanatic Illusion Nv1 ou mais	파나틱 일루젼 1레벨 이상	SKILL_20180327_005434	Zealot Circle 2 required	질럿 2서클 필요	
SKILL_20190110_009472	Emphatic Trust Nv1 ou mais	엠퍼시스 트러스트 1레벨 이상	SKILL_20180822_007029	Requires Zealot Circle 3	질럿 3서클 필요	
SKILL_20190123_009473	* Aumenta o dano causado pelos demônios invocados com [Summoning] ou [Morph] em 3% por nível do atributo, porém reduz o HP em 3% a cada 10 segundos{nl}* Consome o seu SP em [40 + (lv. personagem x 0.75)] a cada 10 segundos	* [서모닝] 혹은 [변이]로 소환한 악마의 대미지가 특성 레벨당 3% 증가하는 대신, 악마의 HP가 10초마다 3%씩 감소합니다.{nl}* 시전자의 SP가 10초마다 [40 + (캐릭터 레벨 x 0.75)]씩 소모됩니다.	SKILL_20190110_008614	* Increases the damage dealt by demons summoned through [Summoning] by 3% per attribute level, but reduces the demon's HP by 3% every 10 seconds{nl}* Consumes the caster's SP by [40 + (character level x 0.75)] every 10 seconds	* [서모닝]으로 소환한 악마의 대미지가 특성 레벨당 3% 증가하는 대신, 악마의 HP가 10초마다 3%씩 감소합니다.{nl}* 시전자의 SP가 10초마다 [40 + (캐릭터 레벨 x 0.75)]씩 소모됩니다.	
SKILL_20190123_009474	Necromancer: Capacidade de Fragmentos	네크로맨서: 사체 파편 보유량	SKILL_20180327_003896	Necromancer: Corpse Capacity	네크로맨서: 사체 보유량	
SKILL_20190123_009475	* Aumenta a capacidade máxima de fragmentos que o Necronomicon suporta em 100 por nível do atributo	* 네크로노미콘의 최대 사체 파편 보유량이 특성 레벨당 100 증가	SKILL_20180327_003897	* Increases Necronomicon's maximum corpse capacity by 100 per attribute level	* 네크로노미콘의 최대 사체 보유량이 특성 레벨당 100 증가	
SKILL_20190123_009476	Raise Dead: Coletar Corpos	해골 병사 만들기: 사체 파편 수집	SKILL_20180528_006054	Raise Dead: Collect Corpse	해골 병사 만들기: 사체 수집	
SKILL_20190123_009477	* Quando um Esqueleto Soldado derrotar um monstro, o Necronomicon ganha 1 fragmento adicional por nível do atributo.{nl}* Consumo de SP + 10%	* 해골 병사가 몬스터 처치 시 네크로노미콘의 사체 파편을{nl}    특성 레벨당 1 수집{nl}* SP 소모 10%증가	SKILL_20180327_003899	* When a Skull Soldier defeats a monster, the Necronomicon gains 1 corpse per attribute level{nl}* Consumo de SP + 10%	* 해골 병사가 몬스터 처치 시 네크로노미콘의 사체를{nl}    특성 레벨당 1 수집{nl}* SP 소모 10%증가	
SKILL_20190222_009478	Taxa de Crítico: +#{CaptionRatio}#% aplicado{nl}Evasão: -20%{nl}Duração: #{CaptionTime}# segundos	치명타 발생 #{CaptionRatio}#% 추가 적용{nl}회피 20% 감소{nl}지속시간 #{CaptionTime}#초	SKILL_20190110_007215	Taxa de Crítico: +#{CaptionRatio}#%{nl}Evasão: -20%{nl}Duração: #{CaptionTime}# segundos	치명타 발생 #{CaptionRatio}#% 증가{nl}회피 20% 감소{nl}지속시간 #{CaptionTime}#초	
SKILL_20190222_009479	+#{CaptionRatio3}#% de dano por acúmulo.{nl}Máximo de acúmulos: #{CaptionRatio2}# ataques{nl}Consome 101 SP{nl}Vel. Ataque básico: +#{CaptionRatio}#	중첩당 적에게 주는 대미지 #{CaptionRatio3}#% 증가{nl}최대 중첩 #{CaptionRatio2}#회{nl}SP소모 101{nl}기본 공격 속도 #{CaptionRatio}# 증가	SKILL_20190110_007233	Causa +2% de dano por acúmulo{nl}Máximo acumulável: #{CaptionRatio2}# ataques{nl}Consome 101 SP{nl}Velocidade de Ataque Básico: +#{CaptionRatio}#	중첩당 적에게 주는 대미지 2% 증가{nl}최대 중첩 #{CaptionRatio2}#회{nl}SP소모 101{nl}기본 공격 속도 #{CaptionRatio}#증가	
SKILL_20190222_009480	Desmonta estátuas e outros obstáculos que estiverem na sua frente, causando dano nos inimigos ao redor.{nl}Permite derrubar as instalações das seguintes habilidades:{nl}* Estátuas de Dievdirbys, menos Vakarine{nl}* [Ice Wall]{nl}* [Pavise], [Stake Stockades]{nl}* Armadilhas invocadas por monstros Chefe	전면의 각종 조각상이나 장애물을 철거함과 동시에 인근의 적에게 피해를 줍니다.{nl}아래 나열한 개체을 철거 할 수 있습니다.{nl}* 바카리네 여신상을 제외한 딥디르비 조각상{nl}* 아이스 월{nl}* 파비스, 방책{nl}* 보스 몬스터가 소환하는 각종 트랩	SKILL_20190110_007667	Destrói estátuas e outros obstáculos na sua frente, causando dano nos inimigos ao redor.{nl}Permite destruir:{nl}* Estátuas dos Dievdirbys, exceto Vakarine{nl}* Ice Wall{nl}* Pavise, Stockades{nl}* Armadilhas dos monstros Chefe	전면의 각종 조각상이나 장애물을 철거함과 동시에 인근의 적에게 피해를 줍니다.{nl}아래 나열한 개체을 철거 할 수 있습니다.{nl}* 바카리네 여신상을 제외한 딥디르비 조각상{nl}* 아이스 월, 더티 월{nl}* 파비스, 방책{nl}* 보스 몬스터가 소환하는 각종 트랩	
SKILL_20190222_009481	Ataca o alvo utilizando facas de entalhe. Monstros da raça Planta sofrem dano adicional.	조각칼로 대상을 공격합니다. 식물형 몬스터에게는 추가대미지 보너스가 적용됩니다.	SKILL_20190110_007851	Ataca o alvo utilizando uma faca de esculpir. Monstros da raça Planta recebem dano adicional e podem deixar cair materiais para esculpir estátuas.	조각칼로 대상을 공격합니다. 식물형 몬스터에게는 추가대미지 보너스가 적용되고, 조각상 재료를 얻을 수 있습니다.	
SKILL_20190222_009482	Multiplicador: #{SkillFactor}#% x 5{nl}+#{CaptionRatio}# de dano contra raça Planta{nl}Taxa de Ataque em Área: 1	스킬 계수 #{SkillFactor}#% x 5회{nl}식물형 몬스터 추가대미지 +#{CaptionRatio}#{nl}광역 공격 비율 1	SKILL_20190110_007852	Multiplicador: #{SkillFactor}#% x 5{nl}Dano adicional contra Planta: +#{CaptionRatio}#{nl}Chance de material: #{CaptionTime}#%{nl}Taxa de Ataque em Área: 1	스킬 계수 #{SkillFactor}#% x 5회{nl}식물형 몬스터 추가대미지 +#{CaptionRatio}#{nl}조각상 재료 드롭 확률 #{CaptionTime}#%{nl}광역 공격 비율 1	
SKILL_20190222_009483	Multiplicador de Cura: #{CaptionRatio2}#%{nl}Cura #{CaptionRatio}# aliados{nl}Duração: 10 segundos	치유 계수 #{CaptionRatio2}#%{nl}아군 #{CaptionRatio}#명 치료{nl}지속시간 10초	SKILL_20190110_007898	Multiplicador de Cura: #{CaptionRatio2}#%{nl}Cura #{CaptionRatio}# aliados	치유 계수 #{CaptionRatio2}#%{nl}아군 #{CaptionRatio}#명 치료	
SKILL_20190222_009484	Usa o poder da Deusa para vingar-se dos ataques inimigos, retornando o dano que eles causarem multiplicado por 7. Não aplica em alguns monstros Chefe.{nl}{#00113F}Se [Omikuji] estiver ativo, [Revenged Sevenfold] causa [Great Curse] no inimigo quando ativado.{/}	여신의 권능으로 자신을 공격한 적에게 7배의 복수로 되갚아주는 상태가 됩니다. 일부 보스몬스터는 대미지를 입지 않습니다.{nl}{#00113F}오미쿠지 운세 버프가 활성화 중이면, 리벤지드 세븐폴드 효과가 발동될 때 적에게 대흉 디버프도 함께 부여합니다.{/}	SKILL_20190110_007946	Use o poder da Deusa para vingar-se de ataques inimigos, devolvendo a sua própria força multiplicada por 7.{nl}{#00113F}Se o buff [Omikuji] estiver ativo, [Revenged Sevenfold] causa o debuff [Great Curse] no inimigo quando ativado.{/}	여신의 권능으로 자신을 공격한 적에게 7배의 복수로 되갚아주는 상태가 됩니다.{nl}{#00113F}오미쿠지 운세 버프가 활성화 중이면, 리벤지드 세븐폴드 효과가 발동될 때 적에게 대흉 디버프도 함께 부여합니다.{/}	
SKILL_20190222_009485	Additional Taxa de Crítico applied, evasion reduced	치명타 발생 추가 적용, 회피 감소	
SKILL_20190222_009486	Aplica uma chance de saquear Silver sempre que atacar um monstro.	몬스터를 공격시 확률적으로 실버를 약탈해옵니다.	SKILL_20180705_006399	Attacking monsters applies a chance to steal items from your enemies.	몬스터를 공격시 확률적으로 적에게서 강제로 아이템을 약탈해옵니다.	
SKILL_20190222_009487	Dano Físico e Mágico recebido reduzido	물리, 마법 공격에 대한 피해가 감소	SKILL_20180327_002167	Decreases damage received from physical and magic attacks.	베기, 찌르기, 활, 총, 마법 공격에 대한 피해가 감소	
SKILL_20190222_009488	Fire Property Skill Damage Increased	불 속성 스킬 대미지 증가	
SKILL_20190222_009489	Dano Físico recebido reduzido.	받는 물리 피해량이 감소합니다.	SKILL_20180327_002402	Reflects close ranged attacks.	근접 공격을 반사합니다.	
SKILL_20190222_009490	* Aumenta o ganho de dano de [Frenzy] em 0.5% por nível do atributo.{nl}* +10% de aumento adicional no nível máximo	* [프렌지]의 대미지 증가 효과가 특성 레벨당 0.5% 증가{nl} * 최고 레벨 마스터 시 10% 추가로 증가	SKILL_20180327_003176	* Aumenta o ganho de Ataque Físico de [Frenzy] por nível do atributo	* 특성 레벨당 [프렌지]의 물리 공격력 증가 효과가 상승	
SKILL_20190222_009491	(Unused) Frenzy: Aprimorar	(미사용)프렌지: 강화	SKILL_20180327_003175	Frenzy : Aprimorar	프렌지: 강화	
SKILL_20190222_009492	* Aplica uma chance de saquear Silver sempre que atacar um monstro em mapas comuns.{nl}* Os efeitos de [Pilhagem] ativam somente 1 vez por monstro.{nl}* Ativa somente se o líder do grupo é um Corsair	* 일반 필드에서 일반 몬스터를 공격 할 때, 확률적으로 실버를 약탈함{nl}* [약탈] 효과가 발동된 몬스터에게서는 더 이상 적용되지 않음{nl}* 커세어가 파티장일 경우 발동	SKILL_20180327_003334	* Chance de saquear itens do inimigo ao atacá-lo.{nl}* Se aplica somente se o líder do grupo for um Corsair	* 적 공격 시 확률적으로 적의 아이템을 약탈{nl}* 커세어가 파티장일 경우 발동	
SKILL_20190222_009493	Elemento Fogo: Amplificar	불 속성: 증폭	
SKILL_20190222_009494	* Garante 30% de chance por ataque (incluindo ataques básicos) de aumentar em 30% o dano de ataques do elemento Fogo, com duração de 5 segundos	* 기본 공격을 포함한 스킬 사용 시 30% 확률로 불 속성 공격{nl}    대미지가 30% 증가하는 버프가 5초간 걸림	SKILL_20180327_003799	* Using Fire property attacks to finish nearby enemies will cause an explosion and splash damage by 80% with a 30% chance	* 적을 불 속성 공격으로 마무리 하면 30% 확률로 폭발이 일어나{nl}    근처 적들에게 대미지의 80%만큼 대미지	
SKILL_20190222_009495	(Old) Storm Calling: Aprimorar	(전)호풍환우: 강화	SKILL_20180327_005036	Storm Calling: Aprimorar	호풍환우: 강화	
SKILL_20190314_009496	Um lindo efeito multicolorido.	우리 것이 좋은, 아름다운 단청 이펙트입니다.	
SKILL_20190314_009497	Um efeito de explosão doce.	달콤함이 팡팡 터지는 이펙트입니다.	
SKILL_20190327_009498	Transformação Mística: Diamante	미스틱 폼 체인지: 다이아	
SKILL_20190327_009499	Salvador Místico - Transformação de Diamante!	미스틱 세이비어 - 다이아로 변신!	
SKILL_20190327_009500	Transformação Mística: Copas	미스틱 폼 체인지: 하트	
SKILL_20190327_009501	Salvador Místico - Transformação de Copas!	미스틱 세이비어 - 하트로 변신!	
SKILL_20190327_009502	Transformação Mística - Diamante	미스틱 폼 체인지 - 다이아	
SKILL_20190327_009503	Salvador Místico - Transformação de Diamante!{nl}Você retornará em breve para sua forma original.	미스틱 세이비어 다이아로 변신!{nl}시간이 지나면 원래의 모습으로 돌아옵니다.	
SKILL_20190327_009504	Transformação Mística - Copas	미스틱 폼 체인지 - 하트	
SKILL_20190327_009505	Salvador Místico - Transformação de Copas!{nl}Você retornará em breve para a sua forma original.	미스틱 세이비어 하트로 변신!{nl}시간이 지나면 원래의 모습으로 돌아옵니다.	
SKILL_20190327_009506	Um efeito ao utilizar símbolos de Salvador Místico - Copas.	미스틱 세이비어 하트의 심벌이 나타나는 이펙트입니다.	
SKILL_20190327_009507	Um efeito ao utilizar símbolos de Salvador Místico - Diamente.	미스틱 세이비어 다이아의 심벌이 나타나는 이펙트입니다.	
SKILL_20190402_009508	Tome isso!	이것도 막어보려무나	SKILL_20180327_000001	Attack	공격	
