SKILL_20180327_000001	攻击	공격	
SKILL_20190110_007716	每0.5秒技能係数 #{SkillFactor}#%{nl}{#339999}{ol}[毒残存]{/}{/}持续时间3.5秒{nl}消耗毒瓮#{SpendPoison}#	0.5초당 스킬 계수 #{SkillFactor}#%{nl}{#339999}{ol}[독 잔존]{/}{/}지속시간 3.5초{nl}포이즌 팟 독 #{SpendPoison}# 소비	SKILL_20180327_001215	每0.5秒攻击力 #{SkillFactor}#%{nl}持续时间 #{CaptionTime}#秒{nl}毒瓮 #{SpendPoison}# 消耗	0.5초당 공격력 #{SkillFactor}#%{nl}지속시간 #{CaptionTime}#초{nl}포이즌 팟 독 #{SpendPoison}# 소비	
SKILL_20190110_007717	投掷金蚕寄生于敌人。打击被寄生的敌人，会以一定机率产生毒虫。毒虫会扑向敌人身边自爆。	금잠을 던져 적에게 기생시킵니다. 기생당한 적을 타격하면 일정 확률로 독충이 태어납니다. 독충은 적에게 달려들어 자폭합니다.	SKILL_20181102_007050	{#DD5500}{ol}[物理] - [毒]{/}{/}{nl}投掷金蚕令敌人寄生。打击遭到寄生的敌人会以一定机率生出毒虫，毒虫会跑到敌人身边自爆。	{#DD5500}{ol}[물리] - [독]{/}{/}{nl}금잠을 던져 적에게 기생시킵니다. 기생당한 적을 타격하면 일정 확률로 독충이 태어납니다. 독충은 적에게 달려들어 자폭합니다.	
SKILL_20190110_007718	每2秒技能係数 #{SkillFactor}#%{nl}{#339999}{ol}[金蚕蛊]{/}{/} 持续时间60秒{nl}{#339999}{ol}[毒虫]{/}{/} 技能係数 #{SkillFactor}#%{nl}{#339999}{ol}[毒虫]{/}{/}最大 #{CaptionRatio}#隻生成{nl}{#339999}{ol}[毒虫]{/}{/}生成机率70%{nl}{#339999}{ol}[毒虫]{/}{/}3秒持续{nl}消耗毒瓮#{SpendPoison}#	2초당 스킬 계수 #{SkillFactor}#%{nl}{#339999}{ol}[금잠고]{/}{/} 지속시간 60초{nl}{#339999}{ol}[독충]{/}{/} 스킬 계수 #{SkillFactor}#%{nl}{#339999}{ol}[독충]{/}{/}최대 #{CaptionRatio}#마리 생성{nl}{#339999}{ol}[독충]{/}{/}생성 확률 70%{nl}{#339999}{ol}[독충]{/}{/}3초 지속{nl}포이즌 팟 독 #{SpendPoison}# 소비	SKILL_20180705_006306	每2秒攻击力 #{SkillFactor}#%{nl}{#339999}{ol}[毒虫]{/}{/} 攻击力 #{SkillFactor}#%{nl}{#339999}{ol}[毒虫]{/}{/}最大生成#{CaptionRatio}#隻{nl}{#339999}{ol}[毒虫]{/}{/}持续3秒{nl}毒瓮消耗 #{SpendPoison}# 	2초당 공격력 #{SkillFactor}#%{nl}{#339999}{ol}[독충]{/}{/} 공격력 #{SkillFactor}#%{nl}{#339999}{ol}[독충]{/}{/}최대 #{CaptionRatio}#마리 생성{nl}{#339999}{ol}[독충]{/}{/}3초 지속{nl}포이즌 팟 독 #{SpendPoison}# 소비	
SKILL_20190110_007719	长时间持续发射毒箭，中毒性愈强，伤害愈大。{nl}	긴 시간동안 지속되는 독화살을 발사합니다. 중독성이 강해질 수록 피해가 커집니다.{nl}	SKILL_20180705_006310	{#DD5500}{ol}[飞弹：弓] - [毒]{/}{/}{nl}长时间持续发射毒箭，中毒性愈强，伤害愈大。{nl}	{#DD5500}{ol}[미사일:활] - [독]{/}{/}{nl}긴 시간동안 지속되는 독화살을 발사합니다. 중독성이 강해질 수록 피해가 커집니다.{nl}	
SKILL_20190110_007720	每1秒技能係数 #{SkillFactor}#%{nl}每秒技能係数增加#{CaptionRatio}#%{nl}持续时间 #{CaptionRatio2}#秒{nl}消耗毒瓮#{SpendPoison}#	1초당 스킬 계수 #{SkillFactor}#%{nl}초당 스킬 계수 증가 #{CaptionRatio}#%{nl}지속시간 #{CaptionRatio2}#초{nl}포이즌 팟 독 #{SpendPoison}# 소비	SKILL_20180705_006311	每1秒攻击力 #{SkillFactor}#%{nl}每秒攻击力增加#{CaptionRatio}#%{nl}持续时间 #{CaptionRatio2}#秒{nl}消灭毒瓮#{SpendPoison}#	1초당 공격력 #{SkillFactor}#%{nl}초당 공격력 증가 #{CaptionRatio}#%{nl}지속시간 #{CaptionRatio2}#초{nl}포이즌 팟 독 #{SpendPoison}# 소비	
SKILL_20190110_007721	朝自己脚下打破毒气瓶。吸入毒云的敌人会陷入中毒状态，而施展者隐身于毒云之中。	자신의 발 아래로 독이 든 병을 깨트립니다. 독구름을 흡입한 적들은 중독 상태에 빠지고, 시전자는 독구름 속으로 모습을 숨깁니다.	SKILL_20180705_006313	{#DD5500}{ol}[物理] - [毒]{/}{/}{nl}丢自己脚下丢掷毒气瓶，瓶子破掉周围形成毒云，导致领域内的敌人中毒。	{#DD5500}{ol}[물리] - [독]{/}{/}{nl}자신의 발 아래로 독이 든 병을 던져 깨트립니다. 깨진 병 주위로 독구름이 형성되고, 영역 안의 적들은 중독 됩니다.	
SKILL_20190110_007722	每1秒技能係数 #{SkillFactor}#%{nl}{#339999}{ol}[毒]{/}{/}持续时间15秒{nl}{#339999}{ol}[隐身]{/}{/} 持续时间10秒{nl}消耗毒瓮#{SpendPoison}#	1초당 스킬 계수 #{SkillFactor}#%{nl}{#339999}{ol}[독]{/}{/}지속시간 15초{nl}{#339999}{ol}[은신]{/}{/} 지속시간 10초{nl}포이즌 팟 독 #{SpendPoison}# 소비	SKILL_20180705_006314	每1秒攻击力 #{SkillFactor}#%{nl}毒云持续时间 #{CaptionTime}#秒{nl}毒瓮消耗#{SpendPoison}#	1초당 공격력 #{SkillFactor}#%{nl}독구름 지속시간 #{CaptionTime}#초{nl}포이즌 팟 독 #{SpendPoison}# 소비	
SKILL_20190110_007723	对敌人发射会发出声音的响箭。让对象周围的其它敌人们会陷入恐怖状态。	소리를 내는 명적을 대상에게 발사합니다. 대상 주변의 다른 적들은 공포 상태에 빠집니다.	SKILL_20180327_001226	{#DD5500}{ol}[飞弹：弓]{/}{/}{nl}对敌人发射会发出声音的响箭。让对象周围的其它敌人们会陷入恐怖状态。	{#DD5500}{ol}[미사일:활]{/}{/}{nl}소리를 내는 명적을 대상에게 발사합니다. 대상 주변의 다른 적들은 공포 상태에 빠집니다.	
SKILL_20190110_007724	技能係数 #{SkillFactor}#%{nl}受攻击的对象 {#339999}{ol}[恐怖]{/}{/}+{#339999}{ol}[混乱]{/}{/}{nl}对周边最多#{CaptionRatio}#名 {#339999}{ol}[恐怖]{/}{/}{nl}持续时间 #{CaptionTime}#秒	스킬 계수 #{SkillFactor}#%{nl}공격당한 대상 {#339999}{ol}[공포]{/}{/}+{#339999}{ol}[혼란]{/}{/}{nl}주변 최대 #{CaptionRatio}#명에게 {#339999}{ol}[공포]{/}{/}{nl}지속시간 #{CaptionTime}#초	SKILL_20180327_001227	攻击力 #{SkillFactor}#%{nl}受攻击的对象 {#339999}{ol}[恐怖]{/}{/}+{#339999}{ol}[混乱]{/}{/}{nl}对周边最多 #{CaptionRatio}#名 {#339999}{ol}[恐怖]{/}{/}{nl}持续时间 #{CaptionTime}#秒	공격력 #{SkillFactor}#%{nl}공격당한 대상 {#339999}{ol}[공포]{/}{/}+{#339999}{ol}[혼란]{/}{/}{nl}주변 최대 #{CaptionRatio}#명에게 {#339999}{ol}[공포]{/}{/}{nl}지속시간 #{CaptionTime}#초	
SKILL_20190110_007725	对地面发射闪光箭。 发生闪光的地方会炸出火花，给予周围对象伤害。	지면에 섬광 화살을 발사합니다. 섬광이 터진 곳은 불꽃이 튀면서 주변에 있는 대상에게 피해를 줍니다.	SKILL_20180327_001229	{#DD5500}{ol}[飞弹：弓]{/}{/}{nl}对地面发射闪光箭。 发生闪光的地方会炸出火花，给予周围对象伤害。	{#DD5500}{ol}[미사일:활]{/}{/}{nl}지면에 섬광 화살을 발사합니다. 섬광이 터진 곳은 불꽃이 튀면서 주변에 있는 대상에게 피해를 줍니다.	
SKILL_20190110_007726	攻击命中之后，弓箭会对附近两名的敌人弹射，造成伤害。	공격이 적중하면 근처 두 명의 적에게 화살이 튕겨져 나가 피해를 입힙니다.	SKILL_20180327_001242	{#DD5500}{ol}[飞弹：弓]{/}{/} {#7AE4FF}{ol}[{img tooltip_speedofatk}攻击速度]{/}{/}{nl}攻击命中之后，弓箭会对附近两名的敌人弹射，造成伤害。	{#DD5500}{ol}[미사일:활]{/}{/} {#7AE4FF}{ol}[{img tooltip_speedofatk}공격속도]{/}{/}{nl}공격이 적중하면 근처 두 명의 적에게 화살이 튕겨져 나가 피해를 입힙니다.	
SKILL_20190110_007727	技能係数 #{SkillFactor}#%{nl}反弹弓箭攻击力 #{CaptionRatio2}#%	스킬 계수 #{SkillFactor}#%{nl}튕긴 화살 공격력 #{CaptionRatio2}#%	SKILL_20180327_001243	攻击力 #{SkillFactor}#%{nl}反弹弓箭攻击力 #{CaptionRatio2}#%	공격력 #{SkillFactor}#%{nl}튕긴 화살 공격력 #{CaptionRatio2}#%	
SKILL_20190110_007728	发射箭头扁平的阔箭。被该箭射中的敌人会引起出血状态。{nl}{#00113F}[出血] 攻击Debuff套用对象时，[过多出血] Debuff会发生。	화살촉이 넓은 브로드 헤드를 발사합니다. 이 화살에 맞은 적은 출혈 상태를 일으킵니다.{nl}{#00113F}[출혈] 디버프 적용 대상 공격 시 [과다출혈] 디버프가 발생합니다.{/}	SKILL_20180528_005676	{#DD5500}{ol}[飞弹：弓]{/}{/}{nl}发射箭头扁平的阔箭。被箭射中的敌人会引起出血状态。	{#DD5500}{ol}[미사일:활]{/}{/}{nl}화살촉이 넓은 브로드 헤드를 발사합니다. 이 화살에 맞은 적은 출혈 상태를 일으킵니다.	
SKILL_20190110_007729	每1秒技能係数 #{SkillFactor}#%{nl}出血持续时间 #{CaptionTime}#秒{nl}消耗阔箭1个	1초당 스킬 계수 #{SkillFactor}#%{nl}출혈 지속시간 #{CaptionTime}#초{nl}브로드 헤드 애로우 1개 소비	SKILL_20180528_005677	每1秒攻击力 #{SkillFactor}#%{nl}出血持续时间 #{CaptionTime}#秒{nl}消耗阔箭1个	1초당 공격력 #{SkillFactor}#%{nl}출혈 지속시간 #{CaptionTime}#초{nl}브로드 헤드 애로우 1개 소비	
SKILL_20190110_007730	发射贯穿力强大的锥箭。被该箭击中的敌人防御力会暂时减少，并将保护敌人的魔法无效化。	관통력이 강한 보드킨 화살을 발사합니다. 이 화살에 맞은 적은 일시적으로 방어력이 감소되며, 적을 보호하던 마법을 무효화합니다.	SKILL_20180327_001271	{#DD5500}{ol}[飞弹：弓]{/}{/}{nl}发射贯穿力强大的锥箭。被箭命中的敌人防御力会暂时减少，并将保护敌人的魔法无效化。	{#DD5500}{ol}[미사일:활]{/}{/}{nl}관통력이 강한 보드킨 화살을 발사합니다. 이 화살에 맞은 적은 일시적으로 방어력이 감소되며, 적을 보호하던 마법을 무효화합니다.	
SKILL_20190110_007731	技能係数 #{SkillFactor}#%{nl}物理防御力减少 #{CaptionRatio}#% {nl}消耗 1个锥箭矢	스킬 계수 #{SkillFactor}#%{nl}물리 방어력 #{CaptionRatio}#% 감소{nl}보드킨 포인트 애로우 1개 소비	SKILL_20180705_006318	攻击力 #{SkillFactor}#%{nl}物理防御力减少#{CaptionRatio}#%{nl}消耗 1个锥箭矢	공격력 #{SkillFactor}#%{nl}물리 방어력 #{CaptionRatio}#% 감소{nl}보드킨 포인트 애로우 1개 소비	
SKILL_20190110_007732	发射宽箭头。依据敌人的防御类型，打击数套用也会不同。	미늘촉을 발사합니다. 적의 방어타입에 따라 타격 수가 다르게 적용됩니다.	SKILL_20180327_001274	{#DD5500}{ol}[飞弹：弓]{/}{/} {#7AE4FF}{ol}[{img tooltip_speedofatk}攻击速度]{/}{/}{nl}发射宽箭头。依据敌人的防御类型，打击数套用也会不同。	{#DD5500}{ol}[미사일:활]{/}{/} {#7AE4FF}{ol}[{img tooltip_speedofatk}공격속도]{/}{/}{nl}미늘촉을 발사합니다. 적의 방어타입에 따라 타격 수가 다르게 적용됩니다.	
SKILL_20190110_007733	技能係数 #{SkillFactor}#%{nl}布防御对象5打{nl}皮革防御对象3打{nl}板金防御对象1打{nl}对幽灵防御对象无效{nl}消耗荆棘箭1个	스킬 계수 #{SkillFactor}#%{nl}천 방어 대상 5타{nl}가죽 방어 대상 3타{nl}판금 방어 대상 1타{nl}유령 방어 대상에겐 무효{nl}바브드 애로우 1개 소비	SKILL_20180705_006319	攻击力 #{SkillFactor}#%{nl}布防御对象 5打{nl}皮革防御对象 3打{nl}板金防御对象 1打{nl}对幽灵防御对象无效{nl}消耗荆棘箭1个	공격력 #{SkillFactor}#%{nl}천 방어 대상 5타{nl}가죽 방어 대상 3타{nl}판금 방어 대상 1타{nl}유령 방어 대상에겐 무효{nl}바브드 애로우 1개 소비	
SKILL_20190110_007734	如果以此攻击命中敌人时，会发射造成十字爆炸的弓箭。	이 공격으로 적을 명중시키면, 십자로 폭발하는 화살을 발사합니다.	SKILL_20180327_001277	{#DD5500}{ol}[飞弹：弓]{/}{/} {#7AE4FF}{ol}[{img tooltip_speedofatk}攻击速度]{/}{/}{nl}如果以此攻击命中敌人时，会发射造成十字爆炸的弓箭。	{#DD5500}{ol}[미사일:활]{/}{/} {#7AE4FF}{ol}[{img tooltip_speedofatk}공격속도]{/}{/}{nl}이 공격으로 적을 명중시키면, 십자로 폭발하는 화살을 발사합니다.	
SKILL_20190110_007735	技能係数 #{SkillFactor}#%{nl}爆发攻击力 #{CaptionRatio}#%{nl}消耗火药之箭1个	스킬 계수 #{SkillFactor}#%{nl}폭발 공격력 #{CaptionRatio}#%{nl}헤일매리 애로우 1개 소비	SKILL_20180327_001278	攻击力 #{SkillFactor}#%{nl}爆发攻击力 #{CaptionRatio}#%{nl}消耗火药之箭1个	공격력 #{SkillFactor}#%{nl}폭발 공격력 #{CaptionRatio}#%{nl}헤일매리 애로우 1개 소비	
SKILL_20190110_007736	在射出弓箭的位置上火焰升腾，给予对象伤害。对象被火烧到后，会持续给予伤害	화살을 쏜 위치에서 불길이 올라와 대상에게 피해를 줍니다. 대상이 불길을 지나가면 지속 대미지를 줍니다.	SKILL_20180705_006320	{#DD5500}{ol}[飞弹：弓]{/}{/}{nl}在射出弓箭的位置上火焰升腾，给予对象伤害，对象如果经验火焰持续给予伤害。	{#DD5500}{ol}[미사일:활]{/}{/}{nl}화살을 쏜 위치에서 불길이 올라와 대상에게 피해를 줍니다. 대상이 불길을 지나가면 지속 대미지를 줍니다.	
SKILL_20190110_007737	技能係数 #{SkillFactor}#% x #{CaptionRatio2}#次{nl}持续时间10秒{nl}消耗魔法箭1个	스킬 계수 #{SkillFactor}#% x #{CaptionRatio2}#회{nl}지속시간 10초{nl}매직 애로우 1개 소비	SKILL_20180327_001281	攻击力 #{SkillFactor}#% x #{CaptionRatio2}#次{nl}持续时间10秒{nl}消耗魔法箭1个	공격력 #{SkillFactor}#% x #{CaptionRatio2}#회{nl}지속시간 10초{nl}매직 애로우 1개 소비	
SKILL_20190110_007738	将炸药绑在箭上发射。射中敌人的弓箭不久后会爆炸，对周边给予伤害。{nl}{#00113F}[火Debuff] 套用对象은 被神机箭的爆炸攻击时，会受到 50%追加伤害。{/}	화살에 폭약을 매달아 발사합니다. 적에게 꽂힌 화살은 잠시후 폭발하여 주변에 피해를 줍니다.{nl}{#00113F}[불 디버프] 적용 대상은 신기전의 폭발 공격에 50% 추가대미지를 입습니다.{/}	SKILL_20180327_001283	{#DD5500}{ol}[飞弹：弓]{/}{/}{nl}在箭上绑定炸药发射。射中敌人的弓箭不久后会爆炸，对周边给予伤害。	{#DD5500}{ol}[미사일:활]{/}{/}{nl}화살에 폭약을 매달아 발사합니다. 적에게 꽂힌 화살은 잠시후 폭발하여 주변에 피해를 줍니다.	
SKILL_20190110_007739	技能係数 #{SkillFactor}#%{nl}爆发攻击力  #{SkillFactor}#%{nl}火Debuff敌人伤害增加50%{nl}持续时间1.5秒{nl}消耗神机箭 1个 	스킬 계수 #{SkillFactor}#%{nl}폭발 공격력  #{SkillFactor}#%{nl}불 디버프 적 대미지 50% 증가{nl}지속시간 1.5초{nl}신기전 1개 소비	SKILL_20180327_001284	攻击力 #{SkillFactor}#%{nl}爆发攻击力  #{SkillFactor}#%{nl}持续时间1.5秒{nl}消耗神机箭 1个 	공격력 #{SkillFactor}#%{nl}폭발 공격력  #{SkillFactor}#%{nl}지속시간 1.5초{nl}신기전 1개 소비	
SKILL_20190110_007740	设置供隼鹰可以休息的栖木。休息完的隼鹰再次飞翔时，除了栖木，所有驯鹰者技能冷却时间会重置。	매가 휴식을 취할 수 있는 횃대를 설치합니다. 휴식을 끝낸 매가 다시 날아오를 때, 횃대 설치를 제외한 모든 응사 스킬의 재사용 대기시간이 초기화 됩니다.	SKILL_20180327_001309	设置隼鹰可以待机的挂杆。坐在挂杆上的隼鹰会正常等候主人的指令。如果在挂杆周围，驯鹰者技能的伤害值会增加。离开挂杆太远，挂杆会消失。	매가 대기할 수 있는 횃대를 설치합니다. 횃대에 앉은 매는 주인의 지령을 상시 대기합니다. 횃대 주변에 있으면 응사 스킬의 대미지가 증가합니다. 횃대에서 멀어지면 횃대는 사라집니다.	
SKILL_20190110_007741	1等级大师{nl}栖木持续时间 5秒{nl}除了栖木，所有驯鹰者技能冷却时间会重置	1레벨 마스터{nl}횃대 지속시간 5초{nl}횃대 설치를 제외한 모든 응사 스킬 재사용 대기시간 초기화	SKILL_20180327_001310	限制范围 #{CaptionRatio}#{nl}挂杆持续时间 #{CaptionRatio2}#秒{nl}驯鹰者技能伤害值增加50%	제한 범위 #{CaptionRatio}#{nl}횃대 지속시간 #{CaptionRatio2}#초{nl}응사 스킬 대미지 50% 증가	
SKILL_20190110_007742	在指定的位置上漂浮起来，并向经过下面的敌人滑翔进行攻击。会增加对野兽型敌人造成的伤害。	지정한 위치에 떠 있다가 그 아래를 지나는 적을 향해 활강하여 공격합니다. 야수형 적에게 주는 대미지가 증가합니다.	SKILL_20180327_001315	{#DD5500}{ol}[物理] - [打击]{/}{/}{nl}在指定的位置上漂浮起来，并向经过下面的敌人滑翔进行攻击。增加对野兽型敌人造成的伤害。	{#DD5500}{ol}[물리] - [때리기]{/}{/}{nl}지정한 위치에 떠 있다가 그 아래를 지나는 적을 향해 활강하여 공격합니다. 야수형 적에게 주는 대미지가 증가합니다.	
SKILL_20190110_007743	技能係数 #{SkillFactor}#%{nl}持续时间 #{CaptionRatio}#秒{nl}对野兽型敌人造成的伤害增加 50%	스킬 계수 #{SkillFactor}#%{nl}지속시간 #{CaptionRatio}#초{nl}야수형 적에게 주는 대미지 50% 증가	SKILL_20180327_001316	攻击力 #{SkillFactor}#%{nl}持续时间 #{CaptionRatio}#秒{nl}对野兽型敌人造成的伤害增加 50%	공격력 #{SkillFactor}#%{nl}지속시간 #{CaptionRatio}#초{nl}야수형 적에게 주는 대미지 50% 증가	
SKILL_20190110_007744	丢掷训练时所使用的隼鹰玩偶，让牠攻击该地方。被攻击的对象会以一定机率陷入晕眩 状态。会增加对野兽型敌人造成的伤害。	훈련시 사용하던 매 인형을 던져 그 곳을 공격하게 합니다. 피해 대상은 일정확률로 스턴 상태에 빠집니다. 야수형 적에게 주는 대미지가 증가합니다.	SKILL_20180327_001317	{#DD5500}{ol}[物理] - [打击]{/}{/}{nl}丢掷训练时所使用的玩偶，让它攻击该地方。增加对野兽型敌人造成的伤害。	{#DD5500}{ol}[물리] - [때리기]{/}{/}{nl}훈련시 사용하던 매 인형을 던져 그 곳을 공격하게 합니다. 야수형 적에게 주는 대미지가 증가합니다.	
