ITEM_20180327_000001	无 helmet	없음_helmet	
ITEM_20180327_013560	在祈愿森林发现的纸条，可以读取。	기원의 숲에서 발견한 쪽지. 읽어볼 수 있습니다.	
ITEM_20180327_013561	忍者的第四张纸条	시노비의 네번째 쪽지	
ITEM_20180327_013562	在丁古帕斯地区发现的纸条，可以读取。	딩고파실 지구에서 발견한 쪽지 읽어볼 수 있습니다.	
ITEM_20180327_013563	雕刻家 泰斯拉的道具包	조각가 테슬라의 도구 가방	
ITEM_20180327_013564	装有将字句雕刻于石头上的道具的包包	돌에 글귀를 새겨놓는데 사용하는 도구들이 들어있는 가방	
ITEM_20180327_013565	装有料理道具的包包	요리 도구가 든 가방	
ITEM_20180327_013566	为了宠物特制的饲料成份	컴패니언을 위해 만들어줄 음식에 들어갈 재료	
ITEM_20180327_013567	拉普利叶片	라플리 잎사귀	
ITEM_20180327_013568	艾洛库亚的花酒	엘로구아의 꽃 술	
ITEM_20180327_013569	特殊饲料	특별한 먹이	
ITEM_20180327_013570	宠物特制饲料	컴패니언을 위해서 특별하게 만든 먹이	
ITEM_20180327_013571	徽章	뱃지	
ITEM_20180327_013572	好像是某人的徽章，请帮我找费尔克神殿地的主人吧！	누군가의 뱃지. 펠케 신전터에 가 주인을 찾아주세요	
ITEM_20180327_013573	友情徽章	우정 뱃지	
ITEM_20180327_013574	为了村长的孙女所制作的徽章	촌장의 손녀가 친구들을 위해서 만든 뱃지	
ITEM_20180327_013575	戒指上写著愿能与多明尼克永远幸福。	반지에 도미닉과 함께 오래오래 행복하게 살게 해주세요. 라고 적혀있다.	
ITEM_20180327_013576	亚夏克地牢发现的囚犯的纸条，可以读取。	아샤크 지하 감옥에서 발견한 죄수의 쪽지. 읽어볼 수 있습니다.	
ITEM_20180327_013577	第一代王位继承纷争记 第1卷	제1차 왕위계승 분쟁기 제1권	
ITEM_20180327_013578	第一代忍者大师相关书籍，可以读取。	초대 시노비 마스터에 대한 책. 읽어볼 수 있습니다.	
ITEM_20180327_013579	前哨区域纸条	전초구역 쪽지	
ITEM_20180327_013580	写有前哨区域注意事项的纸条，可以读取。	전초구역 주의 사항을 적은 쪽지. 읽어볼 수 있습니다.	
ITEM_20180327_013581	对立的训练场纸条	대립의 훈련장 쪽지	
ITEM_20180327_013582	写有对立的训练场注意事项的纸条，可以读取。	대립의 훈련장 주의 사항을 적은 쪽지. 읽어볼 수 있습니다.	
ITEM_20180327_013583	居住区域纸条	거주구역 쪽지	
ITEM_20180327_013584	写有居住区域注意事项的纸条，可以读取。	거주구역 주의 사항을 적은 쪽지. 읽어볼 수 있습니다.	
ITEM_20180327_013585	贮藏区域纸条	저장구역 쪽지	
ITEM_20180327_013586	写有贮藏区域注意事项的纸条，可以读取。	저장구역 주의 사항을 적은 쪽지. 읽어볼 수 있습니다.	
ITEM_20180327_013587	大地要塞决战地纸条	대지의 요새 결전지 쪽지	
ITEM_20180327_013588	写有大地要塞决战地注意事项的纸条，可以读取。	대지의 요새 결전지 주의 사항을 적은 쪽지. 읽어볼 수 있습니다.	
ITEM_20180327_013589	忍者的召唤书	시노비의 소환서	
ITEM_20180327_013590	忍者大师给的召唤书，可召唤出鼻子神准灵的狗。	시노비 마스터가 준 소환서. 냄새를 잘 맡는 개를 소환합니다.	
ITEM_20180327_013591	试剂	시약	
ITEM_20180327_013592	只有忍者可使用的特殊试剂。	시노비만이 사용하는 특수 시약.	
ITEM_20180327_013593	玛鲁基利斯的帐簿	마르기리스의 장부	
ITEM_20180327_013594	玛鲁基利斯的帐簿，记录著真理之树教团在卡拉伊尔的陵墓活动记录的帐簿	마르기리스의 장부. 진리의 나무교단이 칼라일의 영묘 활동 기록이 적힌 장부	
ITEM_20180327_013595	拓本	탁본	
ITEM_20180327_013596	拓印碑石文字的纸张，这些文字我第一次看到。拿这个去附近询问博学多闻的人吧！	비석에 나온 문자를 탁본 뜬 종이. 처음 보는 문자다. 이것을 가지고 근처에 지식이 많은 사람에게 물어보자.	
ITEM_20180327_013597	诅咒探测物件	저주 탐지 오브	
ITEM_20180327_013598	邪灵祭司大师要求用这个诅咒探测物件去寻找诅咒的物件。	보코르 마스터가 저주의 물건을 찾으라고 준 저주 탐지 오브	
ITEM_20180327_013599	乍看之下只是镜子碎片，瀰漫著相当强烈的诅咒。	단순한 거울 조각처럼 보이지만 엄청난 저주가 서려 있다.	
ITEM_20180327_013600	浮现拓印著符文文字的纸张，有很多没见过的符文文字。	룬 문자를 탁본 뜬 종이. 처음 본 룬 문자들이 많이 있다.	
ITEM_20180327_013601	黄昏侍女的精髓	황혼의 시녀 정수	
ITEM_20180327_013602	黄昏侍女的精髓，就像个被下了冰冻诅咒的怪物般，非常冰冷的精髓。	황혼의 시녀 정수. 냉기 저주를 거는 몬스터답게 정수가 매우 차다	
ITEM_20180327_013603	香香草	향기 나는 풀	
ITEM_20180327_013604	散发出些微香味的草，让人心神安定。	어렴풋이 향기가 나는 풀. 마음이 조금은 안정되는 느낌이 든다	
ITEM_20180327_013605	比孜花	비즈 꽃	
ITEM_20180327_013606	一种蜜蜂很喜欢的花。蜜蜂只要闻到这种花香就觉得开心。	꿀벌들이 좋아하는 꽃. 향을 맡아보니 꿀벌들이 좋아할 만하다	
ITEM_20180327_013607	香草	향초	
ITEM_20180327_013608	驱虫用的香草。	벌들을 위해서 만든 향초	
ITEM_20180327_013609	笛子	피리	
ITEM_20180327_013610	巫女大师要求抚慰神灵所赠送的笛子。	무녀 마스터가 신령을 달래주라고 준 피리.	
ITEM_20180327_013611	恶灵探测晶球	악령 탐지 구슬	
ITEM_20180327_013612	寻找躲藏在摩克瑟墓室的恶灵必用的晶球。	모크슬 묘실에 숨어있는 악령을 찾는데 필요한 구슬	
ITEM_20180327_013613	深锁的箱子	굳게 잠긴 상자	
ITEM_20180327_013614	在艾尔高斯修道院别馆找到的箱子，提起来重重的裡面应该装有许多财物吧。	엘고스 수도원 별관에서 찾은 상자. 상자가 무거운 것을 보니 꽤 많은 양의 재물이 들어있는 것 같다.	
ITEM_20180327_013615	被解开的箱子	잠금이 해제된 상자	
ITEM_20180327_013616	海贼大师开启的箱子，交给艾尔高斯修道院别馆的村庄居民吧。	커세어 마스터가 열어준 상자. 얼른 엘고스 수도원 별관에 있는 마을 주민들에게 주세요.	
ITEM_20180327_013617	实验报告	실험 보고서	
ITEM_20180327_013618	将卡特雷将萨玛的研究结果整理好的文件	가트레가 사마의 연구결과를 정리한 문서	
ITEM_20180327_013619	上头好像写著些甚麽，不过实在看不清楚。 把碎片都收集加以拼凑后也许可以得到甚麽线索。	뭔가 적혀있기는 하나 뭐라고 적혀있는지 정확하게 알 수가 없다. 조각을 다 모아서 맞춰 보면 뭔가를 알 수 있을지도 모르겠다.	
ITEM_20180327_013620	破碎的帐簿	너덜거리는 장부	
ITEM_20180327_013621	把撕得乱七八糟的纸张碎片大概拼凑一下，看起来像是个帐簿。帐簿上写著凯都拉商团，那应该就是凯都拉商团的帐簿吧。	찢어진 종이 조각을 대충 맞춰 보니 장부인거 같다. 장부에는 케도라 상단이라고 적혀있다. 아무래도 케도라 상단의 물건인 것 같다.	
ITEM_20180327_013622	纸张	종이	
ITEM_20180327_013623	撕碎的帐簿内页	찢어진 장부의 일부분.	
ITEM_20180327_013624	奎波尔梅伊雷给的晶球，用于安抚被石化的那些人的心。	큐폴 메일레가 준 구슬. 석화된 이들의 마음을 안정시켜주는데 사용된다.	
ITEM_20180327_013625	赛勒克草	슬럭티 풀	
ITEM_20180327_013626	露西恩万托斯芬研究所需的草	루시엔 윈터스푼의 연구에 필요한 풀	
ITEM_20180327_013627	司提都草	스투디아 풀	
ITEM_20180327_013628	凯都拉商团的探测器	케도라 상단의 탐지기	
ITEM_20180327_013629	随军牧师大师的信件	채플린 마스터의 편지	
ITEM_20180327_013630	随军牧师大师的信件，转交给圣水祭司大师就可以了。	채플린 마스터의 편지. 프리스트 마스터에게 전해주면 된다.	
ITEM_20180327_013631	神圣粉末包袱	홀리 파우더 꾸러미	
ITEM_20180327_013632	圣水祭司大师准备的神圣粉末，份量很多。	프리스트 마스터가 준비한 홀리 파우더. 상당히 많은 양이 들어있다.	
ITEM_20180327_013633	魔花卡诺波的残骸	카너버의 잔해	
ITEM_20180327_013634	在消灭魔花卡诺波的地方发现的魔花卡诺波的残骸。可是露西恩万托斯芬的炼金术实验怎会失败呢？	카너버를 처치한 곳에서 발견한 카너버의 잔해. 루시엔 윈터스푼의 연금술 실험이 왜 실패했을까?	
ITEM_20180327_013635	恶灵吸收晶球	악령 흡수 구슬	
ITEM_20180327_013636	咒术师大师给的恶灵吸收晶球	워록 마스터가 준 악령 흡수 구슬	
ITEM_20180327_013637	乐谱	악보	
ITEM_20180327_013638	巫女大师给的乐谱。	무녀 마스터가 준 악보.	
ITEM_20180327_013639	凯碧蕾公主的随从索给的敕命委任状，可以发现一些敕命委任状的特点。	가이빌레 공주 수행원이 준 칙명 위임장. 칙명 위임장에서 특이한 점 몇 가지가 보입니다.	
ITEM_20180327_013640	让因为特殊药品而完全无法看见的字体再次浮现的拜杜塔斯的特效药。	특수한 약품으로 적혀 보이지 않는 글자를 보이게 해줄 수 있다는 바이도타스의 특제 시약.	
ITEM_20180327_013641	桑德格丽花	산들거리 꽃	
ITEM_20180327_013642	制作特殊药品时需要的桑德格丽花	특수 약품을 만드는데 필요한 산들거리 꽃 	
ITEM_20180327_013643	徳力佛里花	드릭폴리 꽃	
ITEM_20180327_013644	制作特殊药品时需要的徳力佛里花	특수 약품을 만드는데 필요한 드릭폴리 꽃 	
ITEM_20180327_013645	水瓶	물병	
ITEM_20180327_013646	可以装水的瓶子	물을 담기 위한 물병	
ITEM_20180327_013647	特殊药品	특수 약품	
ITEM_20180327_013648	拜杜塔斯所制作的特殊药品。	바이도타스가 만든 특수 약품.	
ITEM_20180327_013649	敕命委任状副本	칙명 위임장 사본	
ITEM_20180327_013650	写有需利用特殊药物才能看到文字的敕命委任状副本	특수 약품으로 볼 수 있는 글자가 적힌 칙명 위임장 사본	
ITEM_20180327_013651	写在空白处的文字被清除掉的敕命委任状	공란에 적혀있는 글자를 지운 칙명 위임장	
ITEM_20180327_013652	官方任命状	공식 임명장	
ITEM_20180327_013653	任命鑑定师大师的官方文件	감정사 마스터를 임명하는 공식 문서	
ITEM_20180327_013654	击剑手大师的传家宝	펜서 마스터의 가보	
ITEM_20180327_013655	饰品商人犹勒斯的饰品包	악세서리 상인 유르스의 악세서리 가방	
ITEM_20180327_013656	饰品商人犹勒斯装有饰品的包包	악세서리 상인 유르스의 악세서리가 든 가방	
ITEM_20180327_013657	品质证明	품질 인증서	
ITEM_20180327_013658	证明击剑手大师的传家宝品质的文件	펜서 마스터의 가보의 품질을 인증하는 문서	
ITEM_20180327_013659	证明饰品商人饰品品质的文件。	악세서리 상인의 악세서리 품질을 인증하는 문서	
ITEM_20180327_013660	亚迪的黄色汁液	아띠의 노란 즙액	
ITEM_20180327_013661	亚迪的黄色汁液。可用来强行让泰雷希花盛开。	아띠의 노란 즙액. 테레쉬 꽃을 강제로 만개시키는데 쓰인다.	
ITEM_20180327_013662	泰雷希花粉	테레쉬 꽃가루	
ITEM_20180327_013663	带有红花粉的泰雷希花	붉은 꽃가루가 있는 테레쉬 꽃	
ITEM_20180327_013664	白苹果	흰 색 사과	
ITEM_20180327_013665	从歌唱之树长出的白苹果	노래하는 나무에서 나온 흰 색 사과	
ITEM_20180327_013666	树梅	라즈베리	
ITEM_20180327_013667	从泰雷希森林採集的树梅。	테레쉬 숲에서 채집한 라즈베리.	
ITEM_20180327_013668	树梅汁	라즈베리 즙	
ITEM_20180327_013669	从泰雷希森林採集树梅后捣出的汁液	테레쉬 숲에서 채집한 라즈베리를 빻아서 만든 즙	
ITEM_20180327_013670	瓶子	병	
ITEM_20180327_013671	从泰雷希森林採集树梅后捣出汁液，可用此瓶子来盛装。	테레쉬 숲에서 채집한 라즈베리를 빻아서 만든 즙을 담을 때 쓰는 병	
ITEM_20180327_013672	散发树梅香的树枝	라즈베리 향이 나는 나뭇가지	
ITEM_20180327_013673	以引诱星光萤火虫为目的制造的树枝	별 반딧불이를 유인하기 위해서 만든 나뭇가지	
ITEM_20180327_013674	黄苹果	노란 색 사과	
ITEM_20180327_013675	从歌唱之树长出的黄苹果	노래하는 나무에서 나온 노란 색 사과	
ITEM_20180327_013676	蓝苹果	파란 색 사과	
ITEM_20180327_013677	从歌唱之树长出的蓝苹果	노래하는 나무에서 나온 파란 색 사과	
ITEM_20180327_013678	思波勒奇莫花	스포르기모 꽃	
ITEM_20180327_013679	会发出巨大爆炸声响，是性格火爆的花	큰 폭발음을 내면서 불에 타는 성질이 있는 꽃	
ITEM_20180327_013680	修道士给的纸条	수도사가 준 메모지	
ITEM_20180327_013681	修道士给的纸条。魔族把通往那鲁巴斯寺院的路口堵死，而这张纸条上写著突破的方法。	수도사가 준 메모지. 나르바스 사원으로 가는 길목을 막고 있는 마족들을 뚫고 지나갈 수 있는 방법이 적혀있다.	
ITEM_20180327_013682	契约信物	계약의 증표	
ITEM_20180327_013683	来自哈勃克追击队长的物品	하우벅의 추격대장에게서 나온 물건	
ITEM_20180327_013684	霍亨精髓	호헨의 정수	
ITEM_20180327_013685	可替代防御设施能量使用的霍亨精髓	방어시설 에너지로 대체해서 사용할 수 있는 호헨의 정수	
ITEM_20180327_013686	能量储藏球	에너지 저장구	
ITEM_20180327_013687	以储存能量为目的制造的物品	에너지를 저장하기 위해서 만들어진 물건	
ITEM_20180327_013688	魔族的强大精髓	마족의 강력한 정수	
ITEM_20180327_013689	魔族的强大精髓。	마족의 강력한 정수.	
ITEM_20180327_013690	被污染的圣水	오염된 성수	
ITEM_20180327_013691	被魔族之血污染的圣水	마족의 피에 오염된 성수	
ITEM_20180327_013692	魔力结晶	마력 결정	
ITEM_20180327_013693	吸收石	흡수석	
ITEM_20180327_013694	使用吸收石时可吸引设施零件。	흡수석을 사용하면 시설 부품을 끌어 당깁니다	
ITEM_20180327_013695	弗罗里设施零件	플러리 시설 부품	
ITEM_20180327_013696	黑色霍亨欧班的肉片	검은 호헨 올벤의 살점	
ITEM_20180327_013697	此黑色霍亨欧班的肉片能用作构成巨锤王肉体的成分，可用来制造变身成巨锤王的变身卷轴。	킹 해머로 변신 할 수 있는 변신 스크롤를 만들기 위해서는 킹 해머의 육체를 구성할 성분으로 사용될 검은 호헨 올밴의 살점	
ITEM_20180327_013698	带有巨锤王气息的血	킹 해머의 기운이 서린 피	
ITEM_20180327_013699	变身卷轴	변신 스크롤	
ITEM_20180327_013700	可变身成巨锤王的卷轴	킹 해머로 변신 할 수 있는 스크롤	
ITEM_20180327_013701	变形的契约信物	변형된 계약의 증표	
ITEM_20180327_013702	绿色动力装置	초록 동력 장치	
