ITEM_20180327_000001	Empty_helmet	없음_helmet	
ITEM_20181102_016583	Blow it and make it sound like a real party. Use a maximum of once in 30 seconds. Event item.	입으로 불면 경쾌한 소리가 나지만 30초에 한번 사용 할 수 있습니다. 9월 11일 점검 시, 일괄 삭제됩니다.	ITEM_20180327_005635	Blow it and make it sound like a real party. Use a maximum of once in 30 seconds. Event item.	입으로 불면 경쾌한 소리가 나지만 30초에 한번 사용 할 수 있습니다. 6월 29일 점검 시, 일괄 삭제됩니다.	
ITEM_20181102_016584	Snow is falling. Event item.	눈이 내립니다. 9월 11일 점검 시, 일괄 삭제됩니다.	ITEM_20180327_005627	Event item.	 6월 29일 점검 시, 일괄 삭제됩니다.	
ITEM_20181102_016585	Just have a seat. Event item.	잠시 쉬고 싶습니다. 9월 11일 점검 시, 일괄 삭제됩니다.	ITEM_20180327_005627	Event item.	 6월 29일 점검 시, 일괄 삭제됩니다.	
ITEM_20181102_016586	[Event] TOS Celebration Costume (Male)	[이벤트]축제용 심플 코스튬(남)	
ITEM_20181102_016587	A Dainu Svente event item. Use to change your appearance.	다이누 슈벤테 이벤트 아이템 입니다. 착용하면 외형이 변경됩니다.	
ITEM_20181102_016588	[Event] TOS Celebration Costume (Female)	[이벤트]축제용 심플 코스튬(여)	
ITEM_20181102_016589	Moon Rabbit Kite	달 토끼 방패연	
ITEM_20181102_016590	This kite features a cute illustration of the Moon Rabbit.{nl}Can be exchanged for medals at the Exchange Shop.	귀여운 달 토끼가 그려진 방패연입니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.	
ITEM_20181102_016591	Moon Rabbit Balloon	둥실둥실 달 토끼	
ITEM_20181102_016592	It's the Moon Rabbit! Look at it float!{nl}Can be exchanged for medals at the Exchange Shop.	둥실둥실 귀여운 달 토끼 얼굴 풍선입니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.	
ITEM_20181102_016593	Knapsack	괴나리봇짐	
ITEM_20181102_016594	Back Costume	등 코스튬	
ITEM_20181102_016595	There's nowhere you can't go with a pair of straw shoes and your trusty knapsack.	짚신 한 짝과 봇짐이 함께라면 어디로든 갈 수 있습니다.	
ITEM_20181102_016596	Royal Envoy Scrolls	진심이 담긴 상소문	
ITEM_20181102_016597	A stack of scrolls filled with reports from a royal envoy of the Kingdom.	나라를 생각하는 신하들이 왕에게 진심을 담은 글 뭉치입니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.	
ITEM_20181102_016598	Top Secret Royal Scrolls	사심이 담긴 상소문	
ITEM_20181102_016599	A stack of scrolls filled with top-secret reports from a royal envoy of the Kingdom.	사심이 듬뿍 담긴 상소문. 어떤 사심일까?	
ITEM_20181102_016600	Jack-O-Lantern Balloon	잭오랜턴 풍선	
ITEM_20181102_016601	Trick or treat! It's Haloween!{nl}Can be exchanged for Medals at the Exchange Shop.	트릭 오어 트릿! 할로윈의 대명사인 잭오랜턴 풍선입니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.	
ITEM_20181102_016602	Spooky Ghost Balloon	무서운 유령 풍선	
ITEM_20181102_016603	Be careful, this balloon may be haunted by a real ghost.{nl}Can be exchanged for Medals at the Exchange Shop.	으스스한 유령 풍선입니다. 단, 희박한 확률로 진짜 유령이 쫒아 온다는 소문이 있습니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.	
ITEM_20181102_016604	Meow Cat Balloon	냐옹냐옹 고양이 풍선	
ITEM_20181102_016605	Carry around this cute — and slightly creepy — kitty cat balloon.{nl}Can be exchanged for Medals at the Exchange Shop.	냐아옹~귀엽지만 조금 무서운 고양이 풍선입니다.{nl}리사이클샵에서 메달로 교환할 수 있습니다.	
ITEM_20181102_016606	Moon Rabbits Pounding Rice	방아 찧는 달 토끼	
ITEM_20181102_016607	Displays an image of Moon Rabbits pounding rice on the ground every time you jump.{nl}Can be exchanged for medals at the Exchange Shop.	착용자가 점프 시 달 토끼가 방아 찧는 모습을 볼 수 있는 이펙트를 만들어냅니다. {nl} 리사이클샵에서 메달로 교환 가능합니다.	
ITEM_20181102_016608	Royal Envoy Horse Stamp	암행어사 출도야	
ITEM_20181102_016609	Displays an image of the old horse medals used by undercover royal envoys every time you jump.{nl}Can be exchanged for medals at the Exchange Shop.	최신 문물을 활용할 줄 아는 암행어사라면 점프 시 암행어사 마패 이펙트로 자신을 증명합니다. {nl} 리사이클샵에서 메달로 교환 가능합니다.	
ITEM_20181102_016610	Blossoms in the Wind	흩날리는 벚꽃	
ITEM_20181102_016611	Be surrounded by delicate cherry blossoms flowing in the wind.{nl}Can be exchanged for medals at the Exchange Shop.	착용 시 로맨틱한 분위기를 만들 수 있도록 착용자의 주변에 벚꽃이 흩날리는 이펙트를 만들어냅니다. {nl} 리사이클샵에서 메달로 교환 가능합니다.	
ITEM_20181102_016612	Spooky Jack-O-Lantern	무서운 잭오랜턴	
ITEM_20181102_016613	Jump to display a spooky Jack-O-Lantern effect.{nl}Can be exchanged for medals at the Exchange Shop.	착용자가 점프 시 무서운 잭오랜턴의 이펙트를 만들어냅니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.	
ITEM_20181102_016614	Creepy Ghost Party	으스스한 유령 파티	
ITEM_20181102_016615	Equip to display spooky ghost designs under your feet.{nl}Can be exchanged for medals at the Exchange Shop.	착용 시 으스스한 유령들이 착용자의 발 밑에서 등장하는 이펙트를 만들어냅니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.	
ITEM_20181102_016616	GM's Thank You Box	GM의 감사 박스	
ITEM_20181102_016617	Right-click to use and receive the following items and buffs.{nl}Rewards:{nl} - [Event] 10 TP x1{nl}Buff: {nl} - Red Ox (30 Min) {nl} - Movement speed increase - Event (30 Min) {nl} - Nearby HP restored - Event (30 Min) {nl} - Nearby HP restored - Event (30 Min)	마우스 우클릭으로 사용 할 수 있습니다. 사용시 아이템및 버프를 얻을 수 있습니다. {nl}보상 아이템{nl} - 10TP[증정용] x1{nl}보상 버프 {nl} - 레드옥스(30분) {nl} - 이동속도 증가 - 이벤트(30분) {nl} - 주변 HP 회복 - 이벤트(30분) {nl} - 주변 SP 회복 - 이벤트(30분)	
ITEM_20181102_016618	GM's Apology Box	GM의 사과 박스	
ITEM_20181102_016619	[PP] Red Vampire Costume Selection Box	[PC방] 붉은 뱀파이어 코스튬 선택 상자	
ITEM_20181102_016620	Right-click to use. You can select one item from the following.{nl}-Red Vampire Costume (Male) / Red Vampire Costume (Female).{nl}Can be used after the maintenance on October 4.	마우스 우클릭으로 사용 할 수 있습니다. 사용시 붉은 뱀파이어 코스튬(여) / 붉은 뱀파이어 코스튬(남) 중 1개를 획득 할 수 있습니다.{nl} - 10월 4일 점검 이후부터 사용 가능합니다.	
ITEM_20181102_016621	Error Compensation Silver Box: 1,000	오류 보상용 실버 지급 상자 : 1,000	
ITEM_20181102_016622	Use to obtain Silver x1,000.	사용 시 1,000 x 소지량 만큼 실버를 획득할 수 있습니다.	
ITEM_20181102_016623	Error Compensation Silver Box: 10,000	오류 보상용 실버 지급 상자 : 10,000	
ITEM_20181102_016624	Use to obtain Silver x10,000.	사용 시 10,000 x 소지량 만큼 실버를 획득할 수 있습니다.	
ITEM_20181102_016625	Goddess' Blessed Cube x20 +2 Box	축복받은 여신의 큐브x20 +2 상자	
ITEM_20181102_016626	Use to obtain two Goddess' Blessed Cube x10 +1.	사용 시 축복받은 여신의 큐브 x10 + 1 아이템을 2개 획득할 수 있습니다.	
ITEM_20181102_016627	Asiomage Testing Grounds Raid Cube	아시오 메이지의 실험실 레이드 큐브	
ITEM_20181102_016628	Spirit Fragment: Asiomage	영혼 조각: 아시오 메이지	
ITEM_20181102_016629	Collect 50 recipe fragments and use to obtain either a full recipe or the finished product. Right-click to use.	레시피 조각 50개를 모아서 사용하면 레서피 혹은 완제품을 얻을 수 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.	
ITEM_20181102_016630	Magic Research Facility Raid Cube	마법 실험 구역 레이드 큐브	
ITEM_20181102_016631	Spirit Fragment: Wastrel	영혼 조각: 웨이스트럴	
ITEM_20181102_016632	Collect 50 recipe fragments and use to obtain either a full recipe or the finished product. Right-click to use.	레시피 조각 50개를 모아서 사용하면 레서피 혹은 완제품을 얻을 수 있습니다.  마우스 오른쪽 버튼 클릭으로 사용합니다.	
ITEM_20181102_016633	Asiomage Card	아시오 메이지 카드	
ITEM_20181102_016634	[Card Equip Effect] Critical Rate +[{img star_mark 20 20}*15]	[슬롯 장착 효과] 치명타 발생 +[★ * 15]	
ITEM_20181102_016635	Wastrel Card	웨이스트럴 카드	
ITEM_20181102_016636	[Card Equip Effect] Maximum HP +[{img star_mark 20 20}*500]	[슬롯 장착 효과] 최대 HP +[★ * 500]	
ITEM_20181102_016637	A mystical hammer said to dismantle everything it touches. Its mysterious powers seem to have run out.	닿은 것을 분해하는 힘이 있는 신비한 망치로 알려졌습니다. 신비한 힘이 다했는지 작동하지 않습니다.	ITEM_20180327_008847	A hammer with mysterious powers that allow it to dismantle all that it touches. Used to extract Blessed Shards.	닿은 것을 분해하는 힘이 있는 신비한 망치입니다. 축복받은 조각 추출에 사용되는 재료입니다.	
ITEM_20181102_016638	Said to absorb magic from its surroundings. Now, it no longer reacts to magic energy.	여기저기 솟아난 침은 주변의 마력을 흡수했다고 알려졌습니다. 현재는 마력에 반응하지 않습니다.	ITEM_20180327_008849	Absorbs magic from its surroundings. Used to extract items.	여기저기 솟아난 침은 주변의 마력을 흡수합니다. 아이템 추출에 사용되는 재료입니다.	
ITEM_20181102_016639	Spotted Baby Pig Egg	얼룩 아기 돼지 알	
ITEM_20181102_016640	A baby pig egg obtained as an Adventure Journal reward. Right-click to use and register your Companion.{nl}This Companion can be mounted without a riding skill.	모험일지 보상인 컴패니언 교환권으로 획득한 얼룩 아기 돼지 알. 마우스 오른쪽 클릭으로 사용가능하며, 사용시 바로 컴패니언으로 등록됩니다.{nl}해당 컴패니언은 컴패니언 탑승 스킬이 없어도 탑승 가능합니다.	
ITEM_20181102_016641	A book sought after by the Sage Master. You can read it.	세이지 마스터가 찾고 있는 책. 읽어볼 수 있습니다.	
ITEM_20181102_016642	A sweet dumpling made of various ingredients. It may look difficult to cook, but the tasty treat is worth it. {nl} Increases +2 movement speed, +5000 maximum HP and SP for 15 minutes (will be deleted at the end of the event period).	다채로운 재료를 넣어 열심히 만든 송편입니다. 만드는 과정이 조금 특이해 보였지만, 맛은 보장되어 있습니다. {nl} 이동속도 +2, 최대 HP +5000, 최대 SP +5000가 15분간 상승합니다. (10월 4일 일괄 삭제됩니다.)	ITEM_20180327_010829	A sweet dumpling made of various ingredients. It may look difficult to cook, but the tasty treat is worth it. {nl} Increases +2 movement speed, +5000 maximum HP and SP for 15 minutes.	다채로운 재료를 넣어 열심히 만든 송편입니다. 만드는 과정이 조금 특이해 보였지만, 맛은 보장되어 있습니다. {nl} 이동속도 +2, 최대 HP +5000, 최대 SP +5000가 15분간 상승합니다. (10월 20일 일괄 삭제됩니다.)	
ITEM_20181102_016643	A candy only available during the Halloween season. When used, increases all stats by 5. Right-click to use. Will be automatically deleted at the end of the event.	할로윈 기간에만 볼 수 있는 할로윈 사탕입니다. 사용시 모든 스테이터스를 5 증가시켜줍니다. 마우스 오른쪽 버튼 클릭으로 사용합니다. (11월 15일 일괄 삭제됩니다.)	ITEM_20180327_010839	A candy only available during the Halloween season/ When used increases all stats by 5. Right-click to use. (Removed From the Game in December 15th)	할로윈 기간에만 볼 수 있는 할로윈 사탕입니다. 사용시 모든 스테이터스를 5 증가시켜줍니다. 마우스 오른쪽 버튼 클릭으로 사용합니다. (12월 15일 일괄 삭제됩니다.)	
ITEM_20181102_016644	A king-size dumpling made of several ingredients. It smells sweet and looks absolutely delicious. {nl} Grants your party members +4 movement speed, +1 AoE attack ratio and +25% EXP gains.	재료를 모두 다 넣어 만든 대왕 송편입니다. 달콤고소한 향이 나는 것이 매우 맛이 좋아 보입니다. {nl} 30분간 파티원 전체의 이동속도 +4, 광역 공격 비율 +1 경험치 25% 증가의 효과를 줍니다.	ITEM_20180327_010831	A king-size dumpling made of several ingredients. It smells sweet and looks absolutely delicious. {nl} Grants everyone in your party +4 movement speed, +1 AoE attack ratio and +25% EXP gain.	재료를 모두 다 넣어 만든 대왕 송편입니다. 달콤고소한 향이 나는 것이 매우 맛이 좋아 보입니다. {nl} 30분간 파티원 전체의 이동속도 +4, 광역 공격 비율 +1 경험치 25% 증가의 효과를 줍니다. (1월 12일 일괄 삭제됩니다.)	
ITEM_20181102_016645	Install this statue to receive the Goddess' Blessing for five minutes.{nl}Will be automatically deleted at the end of the event period.	5분 동안 여신의 축복을 받을 수 있는 여신의 조각상이 설치됩니다.{nl}9월 20일 점검 시, 일괄 삭제됩니다.	ITEM_20180822_016114	Install this statue to receive the Goddess' Blessing for five minutes.{nl}Will be automatically deleted at the end of the event period.	5분 동안 여신의 축복을 받을 수 있는 여신의 조각상이 설치됩니다.{nl}9월 13일 점검 시, 일괄 삭제됩니다.	
